price_count,seller_name,price,nnumber,qa_count,snumber,seller_score,content,seller_logint,title
"
出價紀錄(1)
            ",gd737916,429,9,"
問與答(0)
            ",1,1890,,上次登入：2016-06-05,【KINYO】黑武士-低噪音標準PS/2鍵盤+USB滑鼠組★刷卡★★通通免運費★ 
"
出價紀錄(8)
            ",cardy0728,430,93,"
問與答(1)
            ",7,20768,,上次登入：2016-06-04,【EZstick】ACER Aspire E15 E5-572G 專用 靜電式筆電LCD液晶螢幕貼 (可選鏡面或霧面) 另有客製化服務
"
出價紀錄(1)
            ",cardy0728,430,99,"
問與答(0)
            ",1,20768,,上次登入：2016-06-04,【Ezstick】Lenovo G50 G50-80 專用 靜電式筆電LCD液晶螢幕貼 (可選鏡面或霧面)
"
出價紀錄(1)
            ",itnken,430,49,"
問與答(1)
            ",1,13706,,上次登入：2016-06-05,英特奈 ASUS 華碩 A43 A43T A43TA A43TK 繁體 中文 鍵盤 K43T 
"
出價紀錄(1)
            ",cardy0728,430,99,"
問與答(2)
            ",1,20768,,上次登入：2016-06-04,【Ezstick】Lenovo Y700 15 ISK 專用 靜電式筆電LCD液晶螢幕貼 (可選鏡面或霧面)
"
出價紀錄(1)
            ",cardy0728,430,100,"
問與答(0)
            ",0,20768,,上次登入：2016-06-04,【Ezstick】MSI GL72 6QF 專用 靜電式筆電LCD液晶螢幕貼 (可選鏡面或霧面)
"
出價紀錄(7)
            ",heremountain,450,6,"
問與答(21)
            ",8,35034,,上次登入：2016-06-05,【樺仔3C】 HP NC6000 螢幕 支撐架 轉軸 hinge 斷裂 鬆弛 搖搖晃晃
"
出價紀錄(4)
            ",chenkuanyu,450,14,"
問與答(1)
            ",6,994,,上次登入：2016-06-05,Manzana Macbook Air 13 吋 TPU 透明鍵盤保護膜 iCat Coner 喵之隅
"
出價紀錄(6)
            ",itnken,800,987,"
問與答(10)
            ",6,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 N53Jl N53Jn N53Jq N53S N53SM N53SN N53SV N53T N53Ta N53TK N60 N60D N60Dp N61 繁體 中文 鍵盤 ASN53
"
出價紀錄(2)
            ",juss22kimo,450,6,"
問與答(0)
            ",4,1300,,上次登入：2016-06-04,USB3.1 Type-C To HDMI 4k 轉接器 轉接線
"
出價紀錄(54)
            ",7ounce,890,16,"
問與答(16)
            ",52,3224,,上次登入：2016-06-04,全新 現貨 Moshi Mini Display Port to VGA 轉接線
"
出價紀錄(6)
            ",randyluten,465,992,"
問與答(5)
            ",7,12230,,上次登入：2016-06-05,【超纖皮革】13吋 MacBook Pro / 15吋 MacBook Pro 收納包 皮套 保護套 電腦包 防震包
"
出價紀錄(3)
            ",itnken,470,48,"
問與答(3)
            ",3,13706,,上次登入：2016-06-05,英特奈 LENOVO 聯想 IdeaPad V570 V575 V550 V560 V565 V580 V590 V770 G780 原廠 繁體中文ㄅㄆㄇ鍵盤 注音 倉頡 B570
"
出價紀錄(5)
            ",itnken,470,47,"
問與答(4)
            ",5,13706,,上次登入：2016-06-05,英特奈 Acer 宏碁 Aspire AS 5820T 5820G 5552G 繁體 中文 鍵盤 F3 WIFI
"
出價紀錄(5)
            ",itnken,470,49,"
問與答(3)
            ",5,13706,,上次登入：2016-06-05,英特奈 Acer 宏碁 Aspire  AS 5472G 5745G 繁體 中文 鍵盤 F3 WIFI
"
出價紀錄(7)
            ",randyluten,495,993,"
問與答(1)
            ",6,12230,,上次登入：2016-06-05,【13吋 MacBook Pro Retina 】防震包 手提 筆電包 電腦包 皮套 保護套 手提包 13吋 收納包
"
出價紀錄(1)
            ",gd737916,499,9,"
問與答(0)
            ",1,1890,,上次登入：2016-06-05,地球紋96片入CD包(一組3個)★刷卡★★通通免運費★ 
"
出價紀錄(8)
            ",itnken,600,50,"
問與答(8)
            ",5,13706,,上次登入：2016-06-05,英特奈 ASUS 華碩 PRO33J PRO33JC PRO33S PRO33SD 繁體中文鍵盤
"
出價紀錄(4)
            ",ccsung0602,500,1,"
問與答(3)
            ",4,5210,,上次登入：2016-06-04,筆電鍵盤換新維修~全新 華碩 ASUS 1001 1001PX 1001PQ 1001PQD 1001PXD 1002 1005 1005HA 1008 1008HA R105  中文 鍵盤 黑色
"
出價紀錄(1)
            ",ck0913123608,"3,500",1,"
問與答(14)
            ",1,704,,上次登入：2016-06-05,Acer Aspire 4750 4750G 4750ZG 主機板 晶片組 HM65 主板 48.4IQ01.01M 獨顯
"
出價紀錄(2)
            ",yachi5320,900,3,"
問與答(0)
            ",2,321,,上次登入：2016-06-01,信桑果汁吧-3瓶區
"
出價紀錄(22)
            ",alphaness,40,293,"
問與答(16)
            ",21,1666,,上次登入：2016-06-04,【新款材質】 M3-581 M5-581 V5-571G V5-572G V5-573G VN7-591G 凹凸 鍵盤膜
"
出價紀錄(13)
            ",itnken,550,1,"
問與答(11)
            ",13,13706,,上次登入：2016-06-05,英特奈 ASUS 華碩 EPC EeePc 1215B 1225C 1225B 繁體 中文 鍵盤 含殼
"
出價紀錄(46)
            ",hsuan120,"99,999",955,"
問與答(30)
            ",44,16520,,上次登入：2016-06-04,ThinkPad 聯想 第二顆硬碟轉接盒 硬碟托架 T60p T61 Z60 Z61 Ultrabase TUB-T60
"
出價紀錄(16)
            ",itnken,550,7,"
問與答(15)
            ",15,13706,,上次登入：2016-06-05,全新 微星 MSI  X300 X320 MS-1351 X340 X400 X410 CR400 MS-1451 EX460 EX461 U200 U210 U230 U300 U340 繁體 ㄅㄆㄇ 中文 鍵盤
"
出價紀錄(3)
            ",itnken,550,990,"
問與答(6)
            ",3,13706,,上次登入：2016-06-05,☆REOK☆ 東芝 Toshiba Satellite L650 L650 L650D L655 繁體中文鍵盤 Ｋ０２
"
出價紀錄(4)
            ",itnken,550,989,"
問與答(3)
            ",4,13706,,上次登入：2016-06-05,☆REOK☆ 東芝 Toshiba Satellite L750D L755 L755D L770 繁體中文鍵盤 Ｋ０２
"
出價紀錄(1)
            ",itnken,550,992,"
問與答(1)
            ",1,13706,,上次登入：2016-06-05,英特奈 戴爾 Dell Inspiron N5040 N5050 V119525FS1 繁體 中文 鍵盤 Ｋ１２
"
出價紀錄(1)
            ",itnken,550,992,"
問與答(0)
            ",1,13706,,上次登入：2016-06-05,英特奈 戴爾 Dell Inspiron 1540 1550 3520 14R 14RD 繁體 中文 鍵盤 Ｋ１２
"
出價紀錄(4)
            ",heremountain,35,8,"
問與答(2)
            ",20,35034,,上次登入：2016-06-05,【樺仔3C】筆記型電腦防塵塞13件套組 / 通用型13件組 筆電防塵塞 USB VGA HDMI 13件 矽膠防塵塞 USB防塵塞 防塵套
"
出價紀錄(8)
            ",itnken,530,44,"
問與答(10)
            ",8,13706,,上次登入：2016-06-05,英特奈 宏碁 ACER Aspire one AO721 AO722 AO752 AO753 繁體 中文 鍵盤 1810
"
出價紀錄(4)
            ",itnken,580,47,"
問與答(10)
            ",4,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 U36J U36JC U36S U36SD U36SG原廠 繁體中文ㄅㄆㄇ筆電鍵盤 注音 倉頡
"
出價紀錄(9)
            ",itnken,480,44,"
問與答(0)
            ",9,13706,,上次登入：2016-06-05,☆REOK☆ Lenovo 聯想 IdeaPad  B470 G470 G470AH G470GH G475 V470 25011574 原廠 全新 繁體中文ㄅㄆㄇ鍵盤 注音 倉頡
"
出價紀錄(54)
            ",itnken,590,951,"
問與答(45)
            ",48,13706,,上次登入：2016-06-05,原廠全新 惠普 HP 繁體 中文 注音 鍵盤 Compaq Presario CQ42 421 CQ45 DM4 G42 CQ42-153TX CQ42-154TX CQ42-155TX CQ42-156TX
"
出價紀錄(1)
            ",genming,598,7,"
問與答(2)
            ",1,569,,上次登入：2016-06-04,[MAC SSD 轉接卡]2010~2011年MACBOOK A1370 / A1369 (12+6 pin SSD)
"
出價紀錄(6)
            ",sentrataxi,600,94,"
問與答(0)
            ",6,1796,,上次登入：2016-06-04,☆【全新ACER 3100 3690 5030 5100 5110 5500 5580中文鍵盤】
"
出價紀錄(10)
            ",ccsung0602,600,88,"
問與答(9)
            ",11,5210,,上次登入：2016-06-04,必客喜3C~筆電原廠變壓器~全新 ACER 原廠筆電變壓器 19V 4.74A (1.7mm/5.5mm) 藍色接頭 ACER 專用
"
出價紀錄(52)
            ",itnken,600,48,"
問與答(34)
            ",51,13706,,上次登入：2016-06-05,ASUS 華碩 全新 原廠 繁體 中文 鍵盤 A50 A51 A52J A53 A73 N50 N50VN N50E N50V N51VF N51VN N52 N53S N53SN X61S
"
出價紀錄(27)
            ",itnken,600,996,"
問與答(18)
            ",26,13706,,上次登入：2016-06-05,ACER 4741ZG 4745 4745G 4745G 4745Z 4810 4810TG 4810T 4810TZG 4820 4820T 4820TG 4820TZ 4820TZG 全新 繁體中文 鍵盤 4736
"
出價紀錄(7)
            ",ccsung0602,600,4,"
問與答(4)
            ",6,5210,,上次登入：2016-06-04,筆電原廠變壓器~全新 Lenovo 聯想原廠變壓器 20V 4.5A E46 V460 K46 B460 Y460A G410 G455A G460 適用
"
出價紀錄(1)
            ",itnken,600,49,"
問與答(0)
            ",1,13706,,上次登入：2016-06-05,ASUS 華碩 K55DE K55DR K55N N50 N50V N50Vc N50Vg 繁體 中文 鍵盤
"
出價紀錄(24)
            ",little_samuelliu,199,20,"
問與答(9)
            ",25,22533,,上次登入：2016-06-03, *樂源*TPU高透膜 微星MSI GP62 2QE 電競 筆電鍵盤保護膜MSI PE70 2QE 鍵盤膜
"
出價紀錄(21)
            ",itnken,630,43,"
問與答(17)
            ",17,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 A42Jr A42JV A42JY A42JZ A43 A43B A43BE A43BR A43BY A43E A43S A43SA A43SD A43SJ A42WH繁體 中文 鍵盤
"
出價紀錄(1)
            ",itnken,630,49,"
問與答(1)
            ",1,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 N43S N43SL N82 N82J N82JG N82JQ N82JV P42 P42F P42J P42Jc P43 P43E P43S P43SJ A42WH繁體 中文 鍵盤
"
出價紀錄(1)
            ",itnken,630,49,"
問與答(0)
            ",1,13706,,上次登入：2016-06-05,英特奈 ASUS 華碩 X450VE 繁體 中文 鍵盤 X450
"
出價紀錄(2)
            ",itnken,630,49,"
問與答(1)
            ",2,13706,,上次登入：2016-06-05,英特奈 LENOVO 聯想 G50-80 Z50-70 繁體中文鍵盤
"
出價紀錄(9)
            ",cheng1986,750,93,"
問與答(1)
            ",7,449,,上次登入：2016-06-04,原廠ASUS華碩S200E X201E X202E超級本電源適配器19V1.75A充電器 電源適配器
"
出價紀錄(1)
            ",itnken,650,13,"
問與答(1)
            ",1,13706,,上次登入：2016-06-05,英特奈 ACER 宏碁 M5-481G M5-481PT M5-481PTG M5-481T M5-481TG 筆電鍵盤
"
出價紀錄(7)
            ",itnken,630,7,"
問與答(4)
            ",7,13706,,上次登入：2016-06-05,英特奈 ASUS 華碩 K450C K450CC K450L K450LD 繁體 中文 鍵盤 X450
"
出價紀錄(3)
            ",itnken,680,48,"
問與答(5)
            ",3,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 X550LNV X550CL X550VB X550VC繁體 中文 鍵盤 X550
"
出價紀錄(13)
            ",ccsung0602,700,1,"
問與答(12)
            ",14,5210,,上次登入：2016-06-04,筆電原廠變壓器~全新 東芝 TOSHIBA 原廠變壓器 19V 6.32A 120W PA3290E-3AC3 A60
"
出價紀錄(51)
            ",f67920,450,30,"
問與答(42)
            ",45,17192,,上次登入：2016-06-05,全新 華碩 ASUS N43SL X42 X42F X42J X42JA X42JB X42JC X42JE X42JK X42JP X42JR X42JV X42JY X42JZ X42N AS05 繁體 中文 鍵盤
"
出價紀錄(24)
            ",avansa,"3,300",77,"
問與答(26)
            ",22,1498,,上次登入：2016-06-05,"＊永明科技＊DELL D620 14""雙核2.0/1G/60G，標準商務型，有RS232 (Com port)-3"
"
出價紀錄(11)
            ",f0266703,700,4,"
問與答(4)
            ",9,18664,,上次登入：2016-06-04,ACER TravelMate 4520 4720 4730 6231 6252 電池  6芯[214356-033]
"
出價紀錄(33)
            ",itnken,700,49,"
問與答(7)
            ",31,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 A52JR A52JT A52JU A52JV A52N A53 A53E A53S A53SC A53SD A53SJ A53SK A53SM A53SV 繁體 中文 鍵盤 ASK52
"
出價紀錄(7)
            ",itnken,700,44,"
問與答(2)
            ",6,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 K52JB K52Jc K52Je K52JK K52Jr K52JT K52JU K52Jv K52N K53 K53E K53S K53SC K53SD 繁體 中文 鍵盤 ASK52
"
出價紀錄(2)
            ",itnken,700,19,"
問與答(1)
            ",2,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 U50F U50V U50Vg UL50 UL50A UL50Ag UL50AT UL50V UL50VF UL50Vg UL50VS UL50VT 繁體 中文 鍵盤 ASK52
"
出價紀錄(8)
            ",itnken,700,48,"
問與答(8)
            ",7,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 X52JR X52JT X52JU X52JV X52N X53 X53E X53S X53Sa X53Sc X53SD X53Se X53Sg X53SJ 繁體 中文 鍵盤 ASK52
"
出價紀錄(6)
            ",itnken,700,10,"
問與答(4)
            ",5,13706,,上次登入：2016-06-05,英特奈 華碩 ASUS ZENBOOK UX31 UX31A UX31E UX31LA 繁體 中文 鍵盤 
"
出價紀錄(9)
            ",alphaness,39,279,"
問與答(3)
            ",21,1666,,上次登入：2016-06-04,【【下殺↘三天】APPLE 蘋果 Macbook air pro 13 15 retina 凹凸  鍵盤 保護膜 鍵盤膜
"
出價紀錄(1)
            ",genming,720,11,"
問與答(1)
            ",1,569,,上次登入：2016-06-04,[iSky] Apple MagSafe - L型 85W/A1172/A1286/A1290/A1297-OEM充電器
"
出價紀錄(51)
            ",hsuan120,850,952,"
問與答(64)
            ",47,16520,,上次登入：2016-06-04,Dell E-Port Plus 進階連接埠擴充基座 底座 E6530 E6430 E6230 E6330 PR02X
"
出價紀錄(6)
            ",itnken,740,45,"
問與答(4)
            ",6,13706,,上次登入：2016-06-05,☆REOK☆ 全新 戴爾 Dell Latitude E6420 E6320 E6220 E5420 E6430  繁體中文 鍵盤 原廠鍵盤 筆電鍵盤 ㄅㄆㄇ 倉頡
"
出價紀錄(7)
            ",goggo25588,"1,020",993,"
問與答(2)
            ",6,1265,,上次登入：2016-06-04,蘋果原廠Apple 45W 60W 85W L型T型 MagSafe Macbook pro air 充電器 變壓器
"
出價紀錄(1)
            ",cardy0728,749,99,"
問與答(0)
            ",1,20768,,上次登入：2016-06-04,【Ezstick抗藍光】ASUS K501 系列 防藍光護眼螢幕貼 靜電吸附 (可選鏡面或霧面)
"
出價紀錄(3)
            ",cardy0728,749,49,"
問與答(0)
            ",1,20768,,上次登入：2016-06-04,【Ezstick抗藍光】ACER V15 V5-591G 系列 防藍光護眼螢幕貼 靜電吸附 (可選鏡面或霧面)
"
出價紀錄(1)
            ",cardy0728,749,99,"
問與答(0)
            ",1,20768,,上次登入：2016-06-04,【Ezstick抗藍光】Lenovo Y700 15 ISK 系列 防藍光護眼螢幕貼 靜電吸附 (可選鏡面或霧面)
"
出價紀錄(1)
            ",cardy0728,749,100,"
問與答(0)
            ",0,20768,,上次登入：2016-06-04,【Ezstick抗藍光】DELL Inspiron 15 7000 系列 防藍光護眼螢幕貼 靜電吸附 (可選鏡面或霧面)
"
出價紀錄(1)
            ",cardy0728,749,100,"
問與答(0)
            ",0,20768,,上次登入：2016-06-04,【Ezstick抗藍光】ASUS G501 系列 防藍光護眼螢幕貼 靜電吸附 (可選鏡面或霧面)
"
出價紀錄(6)
            ",sentrataxi,750,94,"
問與答(1)
            ",6,1796,,上次登入：2016-06-04,☆【ASUS 華碩 原廠 變壓器 12V 3A 36W 】☆Eee PC 900.901.1000H原廠白色充電器
"
出價紀錄(2)
            ",sentrataxi,750,98,"
問與答(0)
            ",2,1796,,上次登入：2016-06-04,☆【全新原廠ASUS變壓器ADP-90SB 19V 4.74A 90W】☆另有ACER.HP.DELL全系列原廠
"
出價紀錄(2)
            ",sentrataxi,750,98,"
問與答(0)
            ",2,1796,,上次登入：2016-06-04,☆【全新 HP 原廠 Adapter 變壓器 18.5V 3.5A 65W 】☆HP原廠品☆台北面交現貨
"
出價紀錄(2)
            ",sentrataxi,750,98,"
問與答(1)
            ",2,1796,,上次登入：2016-06-04,☆【全新 ASUS 華碩 原廠 DELTA SADP-65NB 19V 3.42A 65W】☆ASUS W3 W5 U5F S6F R1F W1
"
出價紀錄(37)
            ",sentrataxi,750,370,"
問與答(16)
            ",36,1796,,上次登入：2016-06-04,☆【台達電 ASUS 變壓器 ADP-90CD 19V 4.74A 90W 】☆A8J W7 A6J G1 U6S U3 V1 W1 W2 A43 A43S
"
出價紀錄(25)
            ",sentrataxi,750,54,"
問與答(23)
            ",26,1796,,上次登入：2016-06-04,☆【全新 IBM 原廠 lenovo ThinkPad 觸控筆 手寫筆 觸摸筆 電磁筆 數位筆】☆ 45N2631
"
出價紀錄(5)
            ",kenny77815,380,5,"
問與答(6)
            ",5,7833,,上次登入：2016-06-04,可刷卡(含郵)COCORO超薄高透明鍵盤膜＊HP Envy 14 Envy CQ42 G42 DM4
"
出價紀錄(1)
            ",itnken,760,49,"
問與答(0)
            ",1,13706,,上次登入：2016-06-05,☆REOK☆ 索尼 SONY VAIO SVF14N SVF14N26CW SVF14N26CW 筆電 繁體 中文 鍵盤
"
出價紀錄(11)
            ",little_samuelliu,35,9,"
問與答(12)
            ",10,22533,,上次登入：2016-06-03,*樂源*蘋果 筆電 防塵塞 macbook air pro/air 資料塞 USB埠塞 矽膠 防塵蓋
"
出價紀錄(1)
            ",f0266703,780,1,"
問與答(0)
            ",1,18664,,上次登入：2016-06-04,Acer 宏基  Aspire 5830TG 5755G AS5755G GATEWAY  ID57H  筆電鍵盤
"
出價紀錄(4)
            ",ccsung0602,800,1,"
問與答(4)
            ",4,5210,,上次登入：2016-06-04,必客喜3C~全新 HP Compaq 筆電原廠變壓器19V 7.9A 150W 7.4/5.0 大頭帶針
"
出價紀錄(5)
            ",sentrataxi,800,6,"
問與答(2)
            ",5,1796,,上次登入：2016-06-04,☆【全新ASUS W3 W3A A8 A8J F8 F80 F80L X80 X81 X82 Z99 N80 Keyboard 中文鍵盤】☆ 光華面交安裝
"
出價紀錄(3)
            ",itnken,800,998,"
問與答(3)
            ",3,13706,,上次登入：2016-06-05,筆電維修零件 全新改良晶片 AMD RADEON IGP 215-0674034
"
出價紀錄(3)
            ",ccsung0602,800,2,"
問與答(3)
            ",3,5210,,上次登入：2016-06-04,筆電鍵盤換新維修~全新 ACER Aspire 5538G 5542 5551 5551G 5552 5552G 5553 5553G 5625 5625G 5736 5736G AK02 中文鍵盤 (黑色)
"
出價紀錄(1)
            ",itnken,800,998,"
問與答(1)
            ",1,13706,,上次登入：2016-06-05,☆REOK☆ ASUS 華碩 F551MAV K551LA K551LB K551LN N551JK N551JM N551JQ V551LN X551CA X551MA X551MAV 繁體 中文 鍵盤 AKS551
"
出價紀錄(1)
            ",itnken,800,992,"
問與答(0)
            ",1,13706,,上次登入：2016-06-05,英特奈 華碩 ASUS F550LC F550LN F550V F550VC F550W 繁體中文鍵盤 Ｋ９
"
出價紀錄(1)
            ",itnken,800,992,"
問與答(0)
            ",1,13706,,上次登入：2016-06-05,英特奈 HP 惠普 636 G1 1000-1113TX 1000-1221TU  Ｋ１６
"
出價紀錄(3)
            ",a88800566,"6,500,999",3,"
問與答(10)
            ",2,3230,,上次登入：2016-06-05,二手 14吋 聯想輕溥 i3 四核心 高階遊戲繪圖機 獨立顯卡1G 型號:U400 I7 I5
"
出價紀錄(1)
            ",itnken,800,9,"
問與答(4)
            ",1,13706,,上次登入：2016-06-05,英特奈 ASUS 華碩 M5200 M5200N M5200A 繁體 中文 鍵盤
"
出價紀錄(1)
            ",ccsung0602,800,19,"
問與答(0)
            ",1,5210,,上次登入：2016-06-04,筆電鍵盤換新維修~全新 ACER Aspire 5410 5738G 5739G 5740G 5536 中文 鍵盤 黑色
"
出價紀錄(59)
            ",chuangaa,130,27,"
問與答(23)
            ",53,693,,上次登入：2016-06-03,macbook air pro Retina i mac 注音 倉頡 彩虹 炫彩 七彩 鍵盤膜  另有 保護殼 防塵塞
"
出價紀錄(6)
            ",itnken,840,997,"
問與答(4)
            ",6,13706,,上次登入：2016-06-05,HP 惠普 全新筆電電池 463305-361 468816-001 NBP6A93B1 dv3000/CT dv3000 Series dv3001TX dv3002TX dv3500 Series 6芯 6CELL
"
出價紀錄(7)
            ",sky88867,49,3,"
問與答(3)
            ",15,4812,,上次登入：2016-06-04,RJ45轉BNC轉接頭 BNC/RJ45 轉接線 BNC線 可用於網絡監控同軸線 測線 尋線附件☆3C當舖★ (L21)
"
出價紀錄(2)
            ",itnken,600,50,"
問與答(0)
            ",2,13706,,上次登入：2016-06-05,☆REOK☆ ACER宏碁 Aspire AS K5830 E1-511G 繁體中文鍵盤
"
出價紀錄(16)
            ",itnken,850,985,"
問與答(15)
            ",15,13706,,上次登入：2016-06-05,☆REOK☆ IBM Thinkpad X200 X201i X201  LCD LED LVDS 螢幕 面板 排線 屏線
"
出價紀錄(5)
            ",jerry125p,850,17,"
問與答(4)
            ",5,1768,,上次登入：2016-06-04,Soundo Apple Macbook Air 45w magsafe2 副廠電源供應器 充電器(T型/二代)
"
出價紀錄(3)
            ",jerry125p,850,7,"
問與答(0)
            ",2,1768,,上次登入：2016-06-04,Miteck Apple macbook air 45w magsafe 電源供應器 充電器(L型/一代)
"
出價紀錄(3)
            ",english1,"850,000",1,"
問與答(11)
            ",3,804,,上次登入：2016-06-05,A+ 13.3 吋筆電面板 宏基 ACER 3820TG TravelMate 8331G 8371G 3810TZ 3
"
出價紀錄(4)
            ",little_samuelliu,79,27,"
問與答(4)
            ",4,22533,,上次登入：2016-06-03,*樂源*New Inspiron 14R新款 N4110 新14TR Turbo14ZR Vostro V3350鍵盤膜
"
出價紀錄(4)
            ",mars02abcd,99,97,"
問與答(2)
            ",3,1199,,上次登入：2016-06-04,【蘋果瘋配件館】MacBook Air pro Retina 拆機工具 mac  硬碟 電池 SSD 螺絲 五角 起子
"
出價紀錄(3)
            ",biohazard,"5,899",998,"
問與答(2)
            ",1,3923,,上次登入：2016-06-04,[阿婆K鵝][代註冊] MacBook Air/Pro/11/13 AppleCare Retina 蘋果 延長保固
"
出價紀錄(6)
            ",sentrataxi,900,96,"
問與答(5)
            ",4,1796,,上次登入：2016-06-04,☆【全新 MSI 微星FX500 FX600 FX620 CX620 GE620 GT680 GT660 GT60 GE60 CR650 X600 Keyboard 中文鍵盤】☆
"
出價紀錄(2)
            ",itnken,900,9,"
問與答(3)
            ",2,13706,,上次登入：2016-06-05,英特奈 HP 惠普 ProBook 5220 5220M V114146AS1 繁體 中文 鍵盤
"
出價紀錄(2)
            ",dwusoon,"99,999",2,"
問與答(3)
            ",1,771,,上次登入：2016-06-04,《大尾倉庫》華碩 ZenPad C 7.0 Z170CG 7吋平板【含稅】【煩請先詢問存貨呦】
"
出價紀錄(19)
            ",itnken,920,993,"
問與答(22)
            ",19,13706,,上次登入：2016-06-05,ASUS 華碩 全新筆電電池 90-NCB1B2000 A42-W3 A41-W3 W3000 W3000A W3000J W3000N W3000V W3000Z W3 W3A W3V W3N W3Z Series
"
出價紀錄(25)
            ",little_samuelliu,120,20,"
問與答(11)
            ",25,22533,,上次登入：2016-06-03,*樂源*ASUS X750J 17.3吋 鍵盤膜NB華碩 ASUS 17吋筆電 X750JN 鍵盤膜
"
出價紀錄(90)
            ",randyluten,120,543,"
問與答(21)
            ",96,12230,,上次登入：2016-06-05,MacBook Air Thunderbolt mini DP DisplayPort to 轉 HDMI線
"
出價紀錄(5)
            ",little_samuelliu,120,26,"
問與答(1)
            ",3,22533,,上次登入：2016-06-03,*樂源*ASUS U31J U31S U41J U41S  B43J B43S B43V B43E 鍵盤保護膜 鍵盤膜
"
出價紀錄(4)
            ",little_samuelliu,120,26,"
問與答(1)
            ",3,22533,,上次登入：2016-06-03,*樂源*華碩 ASUS N750JK 鍵盤膜ASUS N750JK i7-4700HQ專用凹凸膜
"
出價紀錄(6)
            ",little_samuelliu,120,23,"
問與答(1)
            ",6,22533,,上次登入：2016-06-03,*樂源*DELL Inspiron 15 3000 15 5000 15CR-1728BTW  鍵盤膜  鍵盤保護膜
"
出價紀錄(16)
            ",little_samuelliu,198,29,"
問與答(0)
            ",25,22533,,上次登入：2016-06-03,*樂源*彩色膜 21.5吋 27吋蘋果2代最新2015 iMac Magic keyboard 2 無線鍵盤鍵盤膜
"
出價紀錄(1)
            ",itnken,950,9,"
問與答(0)
            ",1,13706,,上次登入：2016-06-05,英特奈 聯想 Lenovo ThinkPad X230 X230I X230T 04X1234 英文 鍵盤
"
出價紀錄(2)
            ",itnken,950,48,"
問與答(3)
            ",2,13706,,上次登入：2016-06-05,英特奈 Toshiba 東芝 Satellite C50 C50-A C50D C50D-A 繁體 中文 鍵盤 C50A
"
出價紀錄(2)
            ",itnken,480,48,"
問與答(0)
            ",3,13706,,上次登入：2016-06-05,☆REOK☆ HP 惠普 COMPAQ 康柏 ProBook 606129-AB1 V115326AS1 CQ620 CQ621 CQ625 原廠 繁體 ㄅㄆㄇ 注音 倉頡 中文 筆電鍵盤
"
出價紀錄(1)
            ",itnken,980,9,"
問與答(0)
            ",1,13706,,上次登入：2016-06-05,"☆REOK☆ HP 惠普 Pavilion 15-E,15-N TPN-Q130 原廠 筆電繁體中文鍵盤 注音 倉頡"
"
出價紀錄(2)
            ",sentrataxi,"1,000",98,"
問與答(3)
            ",2,1796,,上次登入：2016-06-04,☆【全新微星 MSI U90 U100 U100X原廠電池 BTY-S11】☆【3CELL 白色】台北光華
"
出價紀錄(38)
            ",itnken,"1,000",58,"
問與答(37)
            ",51,13706,,上次登入：2016-06-05,聯想 Lenovo Edge13 E30 60Y9541 0196-RS5 0217-2LV PR-84RC繁體中文鍵盤
"
出價紀錄(22)
            ",heremountain,"6,000",1,"
問與答(61)
            ",20,35034,,上次登入：2016-06-05,【樺仔中古電腦】HP 5220M 12吋極輕商務 i5 CPU/ 4G記憶體 / 250G硬碟 / Win7 筆記型電腦
"
出價紀錄(34)
            ",heremountain,"7,800",2,"
問與答(7)
            ",31,35034,,上次登入：2016-06-05,【樺仔中古電腦】HP 4230S 極輕商務 i5二代CPU /4G記憶體/500G硬碟/ Win7 Pro/USB3.0
"
出價紀錄(2)
            ",oscarcch,"1,000",2,"
問與答(10)
            ",1,7762,,上次登入：2016-06-05,宏碁 ACER ASUS HP 各廠牌千元筆電 跑XP NOTEBOOK~可開機跑 windows
"
出價紀錄(40)
            ",f67920,200,44,"
問與答(14)
            ",39,17192,,上次登入：2016-06-05,全新 宏碁 acer Aspire AS 5350 5750 5750G P5WE0 5755 5755G P5WS0 E1 E1-451G E1-531 E1-531G E1-571 E1-571G ACF12 CPU風扇
"
出價紀錄(1)
            ",yoking,"1,090",19,"
問與答(0)
            ",1,3152,,上次登入：2016-06-05,☆瑪麥町☆ JISONCASE Apple MacBook Air 11 吋 奢華真皮內膽包 電腦包 專用包
"
出價紀錄(19)
            ",me910455,180,81,"
問與答(0)
            ",19,10792,,上次登入：2016-06-04,蘋果 Macbook PRO A1278 A1286A1297A1342 硬碟螺絲 一套4顆 螺絲 有現貨 面交 台南
"
出價紀錄(20)
            ",cardy0728,199,81,"
問與答(13)
            ",19,20768,,上次登入：2016-06-04,【EZstick】ACER Aspire E15 E5-572G 系列專用 矽膠鍵盤保護膜
